"","Countryname","Country","S_INFORM_vul","S_INFORM_vul_norm","S_gdp_change.Value","S_gdp_change.Rating","S_unemployment.Value","S_unemployment.Rating","S_income_support.Value","S_income_support.Rating","S_gdp_change.Rating_norm","S_unemployment.Rating_norm","S_income_support.Rating_crm_norm","S_pov_comb_norm","S_pov_prop_22_21_norm","S_pov_prop_21_20_norm","S_pov_prop_20_19_norm","S_pov_prop_22_21","S_pov_prop_21_20","S_pov_prop_20_19","S_Subject.Descriptor","S_Subject.Notes","S_Units","S_Scale","Country.Series.specific.Notes","S_X2017","S_X2018","S_X2019","S_X2020","S_X2021","S_X2022","S_X2023","S_X2024","S_X2025","S_X2026","S_Estimates.Start.After","S_change_unemp_21","S_change_unemp_20","S_change_unemp_21_norm","S_change_unemp_20_norm","S_change_unemp_norm","S_Household.risks","S_Household.risks_raw","S_phone_average_index","S_phone_average_index_norm"
"30","Switzerland","CHE",0.3,0.428571428571429,"-3.0 %","High","3.1 %","Low","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",10,0,3,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"Source: State Secretariat for Economic Affairs (SECO) Latest actual data: 2019 Employment type: National definition Primary domestic currency: Swiss franc Data last updated: 03/2021",3.088,2.547,2.306,3.143,3.545,3.4,3.2,3,3,3,2019,0.402,0.837,4.02,2.79,4.02,NA,NA,NA,NA
"31","Chile","CHL",1.5,2.14285714285714,"-5.8 %","High","9.0 %","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",10,7,3,7.4961552,7.4961552,4.98860797614744,0,-0.000768960000000003,-0.0022784047705117,-0.253255707438223,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized OECD definition Primary domestic currency: Chilean peso Data last updated: 03/2021",6.965,7.377,7.223,10.778,8.964,8.244,7.697,7.384,7.24,7.172,2020,-1.814,3.555,0,10,10,10,1,1.3599643389384,1.94280619848342
"32","China","CHN",2.6,3.71428571428571,"8.4 %","Low","3.8 %","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium",0,0,0,7.35360215466743,7.35360215466743,4.72877618542469,0,-0.029279569066513,-0.054244762915062,-0.018542845643465,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2020 Notes: Reported total employment data has a definitional change from 1990 onwards Employment type: National definition Primary domestic currency: Chinese yuan Data last updated: 03/2021",3.9,3.8,3.62,3.8,3.64,3.6,3.54,3.53,3.51,3.51,2020,-0.16,0.18,0,0.6,0.6,0,0,NA,NA
"33","Côte d'Ivoire","CIV",5.8,8.28571428571428,"6.0 %","Low","NO DATA",NA,"No income support","High",0,NA,7,4.74145310599651,4.74145310599651,2.66803323526849,0.440838161558995,-0.551709378800698,-0.466393352946302,0.132251448467699,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Cameroon","CMR",5.9,8.42857142857143,"3.4 %","Low","NO DATA",NA,"No income support","High",0,NA,7,6.858170840865,6.858170840865,4.6263266362145,2.96074071434833,-0.128365831827001,-0.0747346727570992,0.888222214304498,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Congo DR","COD",6.6,9.42857142857143,"3.8 %","Low","NO DATA",NA,"No income support","High",0,NA,7,5.90830742511947,5.90830742511947,4.5516219841145,4.83596680846868,-0.318338514976105,-0.0896756031770991,1.4507900425406,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0043386332194,10
"36","Congo","COG",5.4,7.71428571428572,"-7.8 %","High","NO DATA",NA,"Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium",10,NA,0,10,10,9.91737464474401,7.35193359157466,2.7248658708604,0.983474928948802,2.2055800774724,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Colombia","COL",3.6,5.14285714285714,"-6.8 %","High","16.1 %","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium",10,7,0,10,0,0,10,-1.88758050546498,-3.56197816837865,4.23072219200846,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Colombian peso Data last updated: 03/2021",9.383,9.683,10.5,16.083,12.848,12.286,11.633,11.146,10.723,10.486,2020,-3.235,5.583,0,10,10,10,1,4.57639236450195,6.53770337785993
"38","Comoros","COM",6,8.57142857142857,"-0.5 %","Medium","NO DATA",NA,"NO DATA",NA,7,NA,NA,5.29306413637899,5.29306413637899,2.8295681596285,3.59188847819534,-0.441387172724202,-0.434086368074301,1.0775665434586,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Cabo Verde","CPV",4.7,6.71428571428571,"-14.0 %","High","8.5 %","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium",10,7,0,6.12966820195315,6.12966820195315,2.0667842192598,2.35285928427226,-0.27406635960937,-0.58664315614804,0.70585778528168,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Cabo Verde escudo Data last updated: 03/2021",12.2,12.2,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,2018,0,0,0,0,0,NA,NA,NA,NA
"40","Costa Rica","CRI",2.2,3.14285714285714,"2.6 %","Low","16.0 %","Medium","No income support","High",0,7,7,7,7,0.4,2.27016628429333,-0.0999999999999999,-0.92,0.681049885288,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,"Source: National Statistics Office Latest actual data: 2019. Data as of July for each year Employment type: National definition Primary domestic currency: Costa Rican colon Data last updated: 03/2021",9.293,11.951,12.417,19.98,16,14,12,10.5,9.5,9,2019,-3.98,7.563,0,10,10,10,1,2.65191319783529,3.78844742547898
