Index,Countryname,Country,Data Level,Outlook,Dimension,Key,Value,Value_Char,Risk Label,Display Status,Overall Contribution
248,Argentina,ARG,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,8,8,Medium,Main,FALSE
249,Argentina,ARG,Indicator,Emerging,Macro Fiscal,Operational Risk Score,8,8,8,Secondary,TRUE
250,Argentina,ARG,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
251,Argentina,ARG,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
252,Argentina,ARG,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
253,Argentina,ARG,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
254,Argentina,ARG,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
255,Argentina,ARG,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
256,Argentina,ARG,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",5,5,5,Secondary,TRUE
257,Argentina,ARG,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,0,0,0,Secondary,TRUE
258,Argentina,ARG,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
259,Argentina,ARG,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
260,Argentina,ARG,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",10,10,10,Secondary,TRUE
261,Armenia,ARM,Flag Count,Overall,Flag,Number of Flags,0.5,0.5,0,Main,TRUE
262,Armenia,ARM,Dimension Value,Overall,Food Security,Food Security,1,1,Low,Main,TRUE
263,Armenia,ARM,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
264,Armenia,ARM,Dimension Value,Overall,Health,Health,4,4,Low,Main,TRUE
265,Armenia,ARM,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,4,4,Low,Main,TRUE
266,Armenia,ARM,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
267,Armenia,ARM,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,5,5,Medium,Main,TRUE
268,Armenia,ARM,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
269,Armenia,ARM,Dimension Value,Underlying,Food Security,Food Security,2,2,Low,Main,FALSE
270,Armenia,ARM,Indicator,Underlying,Food Security,Proteus Composite Index,2,2,2,Secondary,TRUE
271,Armenia,ARM,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
272,Armenia,ARM,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
273,Armenia,ARM,Dimension Value,Underlying,Health,Health,4,4,Low,Main,FALSE
274,Armenia,ARM,Indicator,Underlying,Health,Global Health Security Index,3,3,3,Secondary,TRUE
275,Armenia,ARM,Indicator,Underlying,Health,INFORM Rating,4,4,4,Secondary,TRUE
276,Armenia,ARM,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,4,4,Low,Main,FALSE
277,Armenia,ARM,Indicator,Underlying,Macro Fiscal,Operational Risk Score,4,4,4,Secondary,TRUE
278,Armenia,ARM,Dimension Value,Underlying,Natural Hazard,Natural Hazard,5,5,Low,Main,FALSE
279,Armenia,ARM,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,5,5,5,Secondary,TRUE
280,Armenia,ARM,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,FALSE
281,Armenia,ARM,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,2,2,2,Secondary,TRUE
282,Armenia,ARM,Flag Count,Emerging,Flag,Number of Flags,1,1,1,Main,FALSE
283,Armenia,ARM,Dimension Value,Emerging,Food Security,Food Security,1,1,Low,Main,FALSE
284,Armenia,ARM,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
285,Armenia,ARM,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
286,Armenia,ARM,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),1,1,1,Secondary,TRUE
287,Armenia,ARM,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
288,Armenia,ARM,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
289,Armenia,ARM,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
290,Armenia,ARM,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
291,Armenia,ARM,Dimension Value,Emerging,Health,Health,4,4,Low,Main,FALSE
292,Armenia,ARM,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",3,3,3,Secondary,TRUE
293,Armenia,ARM,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",4,4,4,Secondary,TRUE
294,Armenia,ARM,Indicator,Emerging,Health,Oxford Gov Response Index,NA,NA,NA,Secondary,TRUE
295,Armenia,ARM,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
296,Armenia,ARM,Indicator,Emerging,Health,New Covid Cases per 1M,1,1,1,Secondary,TRUE
297,Armenia,ARM,Indicator,Emerging,Health,New Covid Deaths per 1M,1,1,1,Secondary,TRUE
298,Armenia,ARM,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,NA,NA,NA,Secondary,TRUE
299,Armenia,ARM,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
300,Armenia,ARM,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,4,4,Low,Main,FALSE
301,Armenia,ARM,Indicator,Emerging,Macro Fiscal,Operational Risk Score,4,4,4,Secondary,TRUE
302,Armenia,ARM,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
303,Armenia,ARM,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
304,Armenia,ARM,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
305,Armenia,ARM,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
306,Armenia,ARM,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
307,Armenia,ARM,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
308,Armenia,ARM,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",10,10,10,Secondary,TRUE
309,Armenia,ARM,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
310,Armenia,ARM,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,NA,NA,NA,Secondary,TRUE
311,Armenia,ARM,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,8,8,8,Secondary,TRUE
312,Armenia,ARM,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",6,6,6,Secondary,TRUE
313,Antigua and Barbuda,ATG,Flag Count,Overall,Flag,Number of Flags,0,0,0,Main,TRUE
314,Antigua and Barbuda,ATG,Dimension Value,Overall,Food Security,Food Security,1,1,Low,Main,TRUE
315,Antigua and Barbuda,ATG,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
316,Antigua and Barbuda,ATG,Dimension Value,Overall,Health,Health,0,0,Low,Main,TRUE
317,Antigua and Barbuda,ATG,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,NA,NA,NA,Main,TRUE
318,Antigua and Barbuda,ATG,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
319,Antigua and Barbuda,ATG,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,NA,NA,NA,Main,TRUE
320,Antigua and Barbuda,ATG,Flag Count,Underlying,Flag,Number of Flags,0.5,0.5,0,Main,FALSE
321,Antigua and Barbuda,ATG,Dimension Value,Underlying,Food Security,Food Security,NA,NA,NA,Main,FALSE
322,Antigua and Barbuda,ATG,Indicator,Underlying,Food Security,Proteus Composite Index,NA,NA,NA,Secondary,TRUE
323,Antigua and Barbuda,ATG,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
324,Antigua and Barbuda,ATG,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
325,Antigua and Barbuda,ATG,Dimension Value,Underlying,Health,Health,8,8,Medium,Main,FALSE
326,Antigua and Barbuda,ATG,Indicator,Underlying,Health,Global Health Security Index,8,8,8,Secondary,TRUE
327,Antigua and Barbuda,ATG,Indicator,Underlying,Health,INFORM Rating,4,4,4,Secondary,TRUE
328,Antigua and Barbuda,ATG,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,NA,NA,NA,Main,FALSE
329,Antigua and Barbuda,ATG,Indicator,Underlying,Macro Fiscal,Operational Risk Score,NA,NA,NA,Secondary,TRUE
330,Antigua and Barbuda,ATG,Dimension Value,Underlying,Natural Hazard,Natural Hazard,4,4,Low,Main,FALSE
331,Antigua and Barbuda,ATG,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,4,4,4,Secondary,TRUE
332,Antigua and Barbuda,ATG,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,FALSE
333,Antigua and Barbuda,ATG,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,2,2,2,Secondary,TRUE
334,Antigua and Barbuda,ATG,Flag Count,Emerging,Flag,Number of Flags,0,0,0,Main,FALSE
335,Antigua and Barbuda,ATG,Dimension Value,Emerging,Food Security,Food Security,1,1,Low,Main,FALSE
336,Antigua and Barbuda,ATG,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
337,Antigua and Barbuda,ATG,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
338,Antigua and Barbuda,ATG,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),1,1,1,Secondary,TRUE
339,Antigua and Barbuda,ATG,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
340,Antigua and Barbuda,ATG,Indicator,Emerging,Conflict and Fragility,Political Fatalities,NA,NA,NA,Secondary,TRUE
341,Antigua and Barbuda,ATG,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
342,Antigua and Barbuda,ATG,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
343,Antigua and Barbuda,ATG,Dimension Value,Emerging,Health,Health,0,0,Low,Main,FALSE
344,Antigua and Barbuda,ATG,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
345,Antigua and Barbuda,ATG,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
346,Antigua and Barbuda,ATG,Indicator,Emerging,Health,Oxford Gov Response Index,NA,NA,NA,Secondary,TRUE
347,Antigua and Barbuda,ATG,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
348,Antigua and Barbuda,ATG,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
349,Antigua and Barbuda,ATG,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
350,Antigua and Barbuda,ATG,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,NA,NA,NA,Secondary,TRUE
351,Antigua and Barbuda,ATG,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
352,Antigua and Barbuda,ATG,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,NA,NA,NA,Main,FALSE
353,Antigua and Barbuda,ATG,Indicator,Emerging,Macro Fiscal,Operational Risk Score,NA,NA,NA,Secondary,TRUE
354,Antigua and Barbuda,ATG,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
355,Antigua and Barbuda,ATG,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
356,Antigua and Barbuda,ATG,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
357,Antigua and Barbuda,ATG,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
358,Antigua and Barbuda,ATG,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
359,Antigua and Barbuda,ATG,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,NA,NA,NA,Main,FALSE
360,Antigua and Barbuda,ATG,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",NA,NA,NA,Secondary,TRUE
361,Antigua and Barbuda,ATG,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
362,Antigua and Barbuda,ATG,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,NA,NA,NA,Secondary,TRUE
363,Antigua and Barbuda,ATG,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
364,Antigua and Barbuda,ATG,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
365,Australia,AUS,Flag Count,Overall,Flag,Number of Flags,0,0,0,Main,TRUE
366,Australia,AUS,Dimension Value,Overall,Food Security,Food Security,NA,NA,NA,Main,TRUE
367,Australia,AUS,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
368,Australia,AUS,Dimension Value,Overall,Health,Health,0,0,Low,Main,TRUE
369,Australia,AUS,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,0,0,Low,Main,TRUE
370,Australia,AUS,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
371,Australia,AUS,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,TRUE
372,Australia,AUS,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
373,Australia,AUS,Dimension Value,Underlying,Food Security,Food Security,0,0,Low,Main,FALSE
374,Australia,AUS,Indicator,Underlying,Food Security,Proteus Composite Index,0,0,0,Secondary,TRUE
375,Australia,AUS,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
376,Australia,AUS,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
377,Australia,AUS,Dimension Value,Underlying,Health,Health,0,0,Low,Main,FALSE
378,Australia,AUS,Indicator,Underlying,Health,Global Health Security Index,0,0,0,Secondary,TRUE
379,Australia,AUS,Indicator,Underlying,Health,INFORM Rating,0,0,0,Secondary,TRUE
380,Australia,AUS,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
381,Australia,AUS,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
382,Australia,AUS,Dimension Value,Underlying,Natural Hazard,Natural Hazard,6,6,Low,Main,FALSE
383,Australia,AUS,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,6,6,6,Secondary,TRUE
384,Australia,AUS,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
385,Australia,AUS,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
386,Australia,AUS,Flag Count,Emerging,Flag,Number of Flags,0.5,0.5,0,Main,FALSE
387,Australia,AUS,Dimension Value,Emerging,Food Security,Food Security,NA,NA,NA,Main,FALSE
388,Australia,AUS,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
389,Australia,AUS,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
390,Australia,AUS,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),NA,NA,NA,Secondary,TRUE
391,Australia,AUS,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
392,Australia,AUS,Indicator,Emerging,Conflict and Fragility,Political Fatalities,NA,NA,NA,Secondary,TRUE
393,Australia,AUS,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
394,Australia,AUS,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
395,Australia,AUS,Dimension Value,Emerging,Health,Health,2,2,Low,Main,FALSE
396,Australia,AUS,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
397,Australia,AUS,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
398,Australia,AUS,Indicator,Emerging,Health,Oxford Gov Response Index,2,2,2,Secondary,TRUE
399,Australia,AUS,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
400,Australia,AUS,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
401,Australia,AUS,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
402,Australia,AUS,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,0,0,0,Secondary,TRUE
403,Australia,AUS,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
404,Australia,AUS,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,6,6,Low,Main,FALSE
405,Australia,AUS,Indicator,Emerging,Macro Fiscal,Operational Risk Score,6,6,6,Secondary,TRUE
406,Australia,AUS,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
407,Australia,AUS,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
408,Australia,AUS,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
409,Australia,AUS,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
410,Australia,AUS,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
411,Australia,AUS,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,Medium,Main,FALSE
412,Australia,AUS,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",4,4,4,Secondary,TRUE
413,Australia,AUS,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
414,Australia,AUS,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,7,7,7,Secondary,TRUE
415,Australia,AUS,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
416,Australia,AUS,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
417,Austria,AUT,Flag Count,Overall,Flag,Number of Flags,0,0,0,Main,TRUE
418,Austria,AUT,Dimension Value,Overall,Food Security,Food Security,0,0,Low,Main,TRUE
419,Austria,AUT,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
420,Austria,AUT,Dimension Value,Overall,Health,Health,4,4,Low,Main,TRUE
421,Austria,AUT,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,1,1,Low,Main,TRUE
422,Austria,AUT,Dimension Value,Overall,Natural Hazard,Natural Hazard,4,4,Low,Main,TRUE
423,Austria,AUT,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,1,1,Low,Main,TRUE
424,Austria,AUT,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
425,Austria,AUT,Dimension Value,Underlying,Food Security,Food Security,0,0,Low,Main,FALSE
426,Austria,AUT,Indicator,Underlying,Food Security,Proteus Composite Index,0,0,0,Secondary,TRUE
427,Austria,AUT,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
428,Austria,AUT,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
429,Austria,AUT,Dimension Value,Underlying,Health,Health,2,2,Low,Main,FALSE
430,Austria,AUT,Indicator,Underlying,Health,Global Health Security Index,2,2,2,Secondary,TRUE
431,Austria,AUT,Indicator,Underlying,Health,INFORM Rating,2,2,2,Secondary,TRUE
432,Austria,AUT,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
433,Austria,AUT,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
434,Austria,AUT,Dimension Value,Underlying,Natural Hazard,Natural Hazard,2,2,Low,Main,FALSE
435,Austria,AUT,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,2,2,2,Secondary,TRUE
436,Austria,AUT,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
437,Austria,AUT,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
438,Austria,AUT,Flag Count,Emerging,Flag,Number of Flags,1,1,1,Main,FALSE
439,Austria,AUT,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
440,Austria,AUT,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
441,Austria,AUT,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
442,Austria,AUT,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
443,Austria,AUT,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
444,Austria,AUT,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
445,Austria,AUT,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
446,Austria,AUT,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
447,Austria,AUT,Dimension Value,Emerging,Health,Health,7,7,Medium,Main,FALSE
448,Austria,AUT,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
449,Austria,AUT,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
450,Austria,AUT,Indicator,Emerging,Health,Oxford Gov Response Index,2,2,2,Secondary,TRUE
451,Austria,AUT,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
452,Austria,AUT,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
453,Austria,AUT,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
454,Austria,AUT,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,7,7,7,Secondary,TRUE
